시도,시군구,계약종별,년도,월,전력 사용량
서울특별시,도봉구,일반용,2015,6,27219016.0
서울특별시,도봉구,일반용,2015,7,30317899.0
서울특별시,도봉구,일반용,2015,8,34163181.0
서울특별시,도봉구,일반용,2015,9,31186159.0
서울특별시,도봉구,일반용,2015,10,24887135.0
서울특별시,도봉구,일반용,2015,11,24837896.0
서울특별시,도봉구,일반용,2015,12,28323213.0
서울특별시,도봉구,교육용,2015,1,3802795.0
서울특별시,도봉구,교육용,2015,2,3339498.0
서울특별시,도봉구,교육용,2015,3,2721980.0
서울특별시,도봉구,교육용,2015,4,2598393.0
서울특별시,도봉구,교육용,2015,5,1693731.0
서울특별시,도봉구,교육용,2015,6,1896501.0
서울특별시,도봉구,교육용,2015,7,2264961.0
서울특별시,도봉구,교육용,2015,8,1961493.0
서울특별시,도봉구,교육용,2015,9,2235920.0
서울특별시,도봉구,교육용,2015,10,1670819.0
서울특별시,도봉구,교육용,2015,11,1954174.0
서울특별시,도봉구,교육용,2015,12,3066592.0
서울특별시,도봉구,산업용,2015,1,6432017.0
서울특별시,도봉구,산업용,2015,2,6268019.0
서울특별시,도봉구,산업용,2015,3,5424918.0
서울특별시,도봉구,산업용,2015,4,6052961.0
서울특별시,도봉구,산업용,2015,5,5617764.0
서울특별시,도봉구,산업용,2015,6,6004830.0
서울특별시,도봉구,산업용,2015,7,6259277.0
서울특별시,도봉구,산업용,2015,8,6560558.0
서울특별시,도봉구,산업용,2015,9,6564006.0
서울특별시,도봉구,산업용,2015,10,5523801.0
서울특별시,도봉구,산업용,2015,11,5838773.0
서울특별시,도봉구,산업용,2015,12,5989413.0
서울특별시,도봉구,농사용,2015,1,21667.0
서울특별시,도봉구,농사용,2015,2,23409.0
서울특별시,도봉구,농사용,2015,3,20657.0
서울특별시,도봉구,농사용,2015,4,16441.0
서울특별시,도봉구,농사용,2015,5,15826.0
서울특별시,도봉구,농사용,2015,6,20565.0
서울특별시,도봉구,농사용,2015,7,18006.0
서울특별시,도봉구,농사용,2015,8,17563.0
서울특별시,도봉구,농사용,2015,9,19643.0
서울특별시,도봉구,농사용,2015,10,17817.0
서울특별시,도봉구,농사용,2015,11,15445.0
서울특별시,도봉구,농사용,2015,12,19145.0
서울특별시,도봉구,가로등,2015,1,831699.0
서울특별시,도봉구,가로등,2015,2,763016.0
서울특별시,도봉구,가로등,2015,3,683127.0
서울특별시,도봉구,가로등,2015,4,657315.0
서울특별시,도봉구,가로등,2015,5,591002.0
서울특별시,도봉구,가로등,2015,6,553177.0
서울특별시,도봉구,가로등,2015,7,544275.0
